ProjectCode,ProjectName,ProjectType,Status,TotalRiskScore,RiskLevel,FinancialRisk,EfficiencyRisk,ComplexityRisk,TimelineRisk,IsHighRisk,IsAnomaly
ISS24054-DG04,东莞松山湖光大We谷B1栋6层MAG华为TC黄区机房空调维修项目,ISS,Unknown,35.03891509433963,Low,76.72169811320755,33.089622641509436,0.0,25,False,False
ISS24055-NJ04,南京江宁天域互联D1栋2层211室MAG华为ICTT工业互联通信COE设备间升级改造项目,ISS,Unknown,32.10966981132076,Low,66.95754716981132,33.089622641509436,0.0,25,False,False
ISS24056-BJ04,北京海淀软通总部大楼室内及室外通用标识系统升级改造项目,ISS,Unknown,35.180424528301884,Low,77.19339622641509,33.089622641509436,0.0,25,False,False
ISS24057-NJ04,南京雨花区怡化大厦B座4层10单元MAG华为慧通商旅业务蓝区新建项目,ISS,Unknown,26.820754716981128,Low,51.46226415094339,29.90566037735849,19.528301886792452,0,False,False
ISS24058-WH04,武汉东湖高新区未来科技城F3栋3层MAG屏蔽房改造项目,ISS,Unknown,42.39150943396226,Medium,84.95283018867926,56.98113207547169,13.30188679245283,0,False,False
ISS24059-CD04,成都武侯区西部智谷4层DOS场地监控系统升级改造项目,ISS,Unknown,19.621462264150942,Very Low,26.32075471698113,16.108490566037737,23.490566037735846,20,False,False
ISS24060-DG04,东莞长安同晋五金广场5层B区TTR-OPPO移动物联网智能终端黄区场地退租项目,ISS,Unknown,23.024764150943398,Low,36.674528301886795,33.089622641509436,0.0,25,False,False
ISS24061-XA05西,西安长安区沣东学研广场A座9层鸿湖万联业务场地优化改造项目,ISS,Unknown,33.62382075471698,Low,72.00471698113208,33.089622641509436,0.0,25,False,False
ISS24062-LY05,洛阳洛龙中移在线新园区E字楼中楼5层502单元INT1阿里云业务专属场地新建项目,ISS,Unknown,19.056603773584904,Very Low,25.61320754716981,26.69811320754717,23.490566037735846,0,False,False
ISS24063-XA05,西安高新区环普产业园E幢3层MAG华为终端交付件ODC场地缩减改GTS蓝区ODC场地项目,ISS,Unknown,22.005896226415096,Low,33.278301886792455,33.089622641509436,0.0,25,False,False
ISS24064-DG05,东莞松山湖光大WE谷B1栋6层MAG华为黄区新增可信考场区域监控改造项目,ISS,Unknown,20.20872641509434,Low,27.287735849056602,33.089622641509436,0.0,25,False,False
ISS24065-CS05,长沙高新区麓谷信息港B栋14层开放区改蓝区项目,ISS,Unknown,15.484669811320753,Very Low,23.160377358490567,15.35377358490566,23.490566037735846,0,False,False
ISS24066-SZ05,深圳龙岗中科谷6栋5层504-505单元MAG新凯来业务ODC场地新建项目,ISS,Unknown,22.472877358490564,Low,34.83490566037736,33.089622641509436,0.0,25,False,False
ISS24067-CD05,成都高新紫光芯云B座3层18层19层MAG及DOS场地退租优化改造项目,ISS,Unknown,25.83372641509434,Low,49.716981132075475,24.882075471698116,23.490566037735846,0,False,False
ISS24068-BJ05,北京海淀区软通总部大楼3层DOS滴滴业务场地网络改造项目,ISS,Unknown,41.409198113207545,Medium,85.51886792452831,44.221698113207545,23.490566037735846,0,False,False
ISS24069-XA05,西安高新区环普产业园E幢2-5层MAG华为场地机房消防器材（七氟丙烷）维护项目,ISS,Unknown,34.77240566037736,Low,62.45283018867925,45.35377358490566,23.490566037735846,0,False,False
ISS24070-BJ05,北京海淀软通总部大楼5层算力办公室改造项目,ISS,Unknown,34.699292452830186,Low,75.58962264150942,33.089622641509436,0.0,25,False,False
ISS24071-WH05,武汉东湖高新区未来科技城C2栋10层MAG场地电路及监控系统改造项目,ISS,Unknown,38.12735849056604,Low,64.33962264150944,56.509433962264154,23.490566037735846,0,False,False
ISS24072-HZ05,杭州滨江慧港科技园A3-B栋5层综合场地网络改造项目,ISS,Unknown,32.805424528301884,Low,73.34905660377359,24.410377358490567,23.490566037735846,0,False,False
ISS24073-ZZ05,郑州金水区政商博雅超聚变场地4层绿区ODC改造项目,ISS,Unknown,15.649764150943398,Very Low,24.339622641509436,14.599056603773587,23.490566037735846,0,False,False
ISS24075-WH05,武汉东湖高新区未来科技城C2栋10层MAG场地门禁系统升级改造项目,ISS,Unknown,40.50471698113208,Medium,88.39622641509435,55.943396226415096,0.0,0,False,False
ISS24076-WH05,武汉东湖高新区未来科技城F3栋3F、4F、6F、8F、13FMAG空间布局及门禁系统升级改造项目,ISS,Unknown,10.514150943396226,Very Low,17.830188679245282,20.660377358490567,0.0,0,False,False
ISS24077-WH05,武汉东湖高新区光谷信息城软件新城2期C15栋3-4层门禁系统升级改造项目,ISS,Unknown,31.317216981132074,Low,64.31603773584905,33.089622641509436,0.0,25,False,False
ISS24078-XA05,西安高新区环普产业园E栋3-5层MAG华为业务ODC场地门禁改造项目,ISS,Unknown,33.06957547169811,Low,55.04716981132076,47.429245283018865,23.490566037735846,0,False,False
ISS24079-NJ06,南京江宁天域互联D1栋5层MAG华为原黄区撤场区域改回PC黄区项目,ISS,Unknown,29.537735849056602,Low,45.0,32.73584905660377,13.0188679245283,35,False,False
ISS24080-BJ06,北京海淀区互联网创新中心3层二期综合场地退租项目,ISS,Unknown,14.121462264150942,Very Low,20.18867924528302,13.466981132075473,23.490566037735846,0,False,False
ISS24081-BJ06,北京通州网络安全产业园服务器过渡工厂建设设计项目,ISS,Unknown,33.99528301886792,Low,52.075471698113205,35.283018867924525,21.509433962264154,35,False,False
ISS24082-BJ06,北京海淀软通总部大楼室外连廊监控升级改造项目,ISS,Unknown,34.21580188679245,Low,60.28301886792453,45.7311320754717,23.490566037735846,0,False,False
ISS24083-XA06,西安高新区环普产业园A2幢13层MAG华为BPIT绿区ODC场地前台升级改造项目,ISS,Unknown,21.454009433962263,Low,31.43867924528302,33.089622641509436,0.0,25,False,False
ISS24084-XA06,西安长安区沣东学研广场B座4层北侧TTR小米ODC场地退租项目,ISS,Unknown,30.100235849056602,Low,60.25943396226415,33.089622641509436,0.0,25,False,False
ISS24085-BJ06,北京海淀软通总部大楼2层ICP保密实验室及1层实验室隔音改造项目,ISS,Unknown,31.956367924528298,Low,52.12264150943396,46.48584905660377,23.490566037735846,0,False,False
ISS24086-SZ06,深圳龙岗金荣达4栋5层MAG华为BPIT绿区ODC场地光纤改造项目,ISS,Unknown,20.902122641509436,Low,29.599056603773583,33.089622641509436,0.0,25,False,False
ISS24087-WH06,武汉东湖高新区未来科技城F3栋6层ODC场地AP升级改造项目 ,ISS,Unknown,31.21816037735849,Low,63.985849056603776,33.089622641509436,0.0,25,False,False
ISS24088-JN06,济南历下区平安金融中心8层803-804单元MAG华为业务专属场地扩建项目,ISS,Unknown,41.42570754716981,Medium,65.0943396226415,56.62735849056604,12.452830188679245,35,False,False
ISS24089-WH06,武汉洪山李桥创意大厦13-14层INT场地退租项目,ISS,Unknown,22.628537735849058,Low,35.35377358490566,33.089622641509436,0.0,25,False,False
ISS24090-CD06,成都武侯区西部智谷3层DOS场地网络改造项目,ISS,Unknown,22.541273584905657,Low,43.06603773584905,19.693396226415096,23.490566037735846,0,False,False
ISS24093-WH06,武汉东湖高新区光谷信息城软件新城2期C15栋5层场地退租改造项目,ISS,Unknown,31.61438679245283,Low,65.30660377358491,33.089622641509436,0.0,25,False,False
ISS24094-BJ06,北京市经济技术开发区科谷一街8号院8号楼19层综合场地局部退租项目,ISS,Unknown,29.944575471698116,Low,59.74056603773585,33.089622641509436,0.0,25,False,False
ISS24095-NJ06,南京江宁天域互联D1栋2层、5层、6层及7层MAG华为业务ODC场地门禁改造项目,ISS,Unknown,34.31721698113208,Low,74.31603773584905,33.089622641509436,0.0,25,False,False
ISS24097-NJ06,南京江宁天域互联D2栋3层及5层MAG华为业务ODC场地门禁改造项目,ISS,Unknown,24.753537735849058,Low,51.69811320754717,18.183962264150946,23.490566037735846,0,False,False
ISS24098-NJ06,南京雨花区怡化大厦D栋4层MAG华为业务ODC场地门禁改造项目,ISS,Unknown,41.867924528301884,Medium,77.59433962264151,55.56603773584906,23.490566037735846,0,False,False
ISS24099-NJ06,南京雨花区怡化中心B栋4层MAG华为业务ODC场地门禁改造项目,ISS,Unknown,25.30070754716981,Low,53.20754716981132,18.56132075471698,23.490566037735846,0,False,False
ISS24100-XA07,西安高新区环普产业园A2幢7层MAG华为ICTT创新实验室改终端互联网ODC场地项目,ISS,Unknown,43.55424528301887,Medium,83.25471698113208,52.12264150943396,12.735849056603774,20,False,False
ISS24101-BJ07,北京海淀区软通总部大楼B1层商务餐厅空调系统升级改造项目,ISS,Unknown,34.93985849056604,Low,76.39150943396226,33.089622641509436,0.0,25,False,False
ISS24102-WH07,武汉东湖高新区未来科技城F3栋3层MAG硬工场地空调升级改造项目,ISS,Unknown,36.862028301886795,Low,77.59433962264151,42.33490566037736,15.0,0,False,False
ISS24103-BJ07,北京海淀区环保园C2栋1F、3F、MAG门禁系统升级改造项目,ISS,Unknown,38.3254716981132,Low,74.85849056603773,39.24528301886792,15.283018867924529,20,False,False
ISS24104-XA07,西安高新区环普产业园E幢2层3层MAG华为业务场地改造项目,ISS,Unknown,28.875,Low,46.509433962264154,40.89622641509434,23.490566037735846,0,False,True
ISS24105-HF07,合肥蜀山区创新国际B15层TTR场地退租改造项目,ISS,Unknown,44.363207547169814,Medium,79.76415094339623,61.132075471698116,25.754716981132074,0,False,False
ISS24106-HB07,河北雄安新区中关村产业园B3栋南楼503营销中心新建项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24107-JN07,济南平安金融中心塔楼8层807房间智慧办公室装修项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,True
ISS24108-WX07,无锡滨湖旭天软件园A2楼3层南侧DOS审核业务场地改造,ISS,Unknown,23.222877358490564,Low,37.33490566037736,33.089622641509436,0.0,25,False,False
ISS24109-SY07,沈阳沈河区前海人寿金融中心21层CDS场地新建项目,ISS,Unknown,27.603773584905657,Low,44.62264150943396,34.90566037735849,27.452830188679243,0,False,False
ISS24110-XA07,西安高新区新加坡腾飞科汇城东楼22层MAG华为ICTT终端业务新建项目,ISS,Unknown,41.37028301886792,Medium,66.55660377358491,60.70754716981132,16.132075471698112,20,False,False
ISS24111-SZ07,深圳龙岗区金荣达6栋及2栋1层MAG华为业务ODC场地门禁改造项目,ISS,Unknown,42.36556603773585,Medium,82.35849056603774,59.198113207547166,14.292452830188678,0,False,False
ISS24112-WH07,武汉东湖高新区未来科技城F3栋4F、6F、8F监控系统升级改造项目,ISS,Unknown,33.77358490566037,Low,62.40566037735849,36.32075471698113,14.858490566037734,20,False,False
ISS24113-DG07,东莞松山湖中集智谷28栋3层MAG华为黄区ODC场地门禁改造项目,ISS,Unknown,45.48349056603773,Medium,83.39622641509433,57.97169811320755,14.858490566037734,20,False,False
ISS24114-SZ07,深圳龙岗天安云谷6栋26-27层MAG华为业务ODC场地门禁改造项目,ISS,Unknown,41.90566037735849,Medium,75.75471698113208,63.58490566037736,16.41509433962264,0,False,False
ISS24115-DG07,东莞松山湖光大WE谷B1栋5层6层MAG华为黄区ODC场地门禁改造项目,ISS,Unknown,38.009433962264154,Low,69.76415094339623,56.32075471698113,0.0,20,False,False
ISS24116-SH07,上海虹口区友邦金融大厦26层2601室2608及2609室营销中心新建项目,ISS,Unknown,59.43396226415094,Medium,84.4811320754717,61.0377358490566,29.150943396226413,20,False,False
ISS24117-BJ07,北京海淀软通总部大楼1层ICP实验室空调系统升级改造项目,ISS,Unknown,35.619103773584904,Low,66.79245283018868,31.533018867924525,23.490566037735846,20,False,False
ISS24118-NJ07,南京雨花区怡化大厦B座3层307-309单元MAG华为业务场地新建项目,ISS,Unknown,47.1627358490566,Medium,81.32075471698113,57.783018867924525,26.60377358490566,20,False,False
ISS24119-SZ07,深圳交付中心新建设计项目,ISS,Unknown,37.58018867924528,Low,42.87735849056604,33.9622641509434,16.132075471698112,20,False,False
ISS24120-BJ07,北京海淀软通总部大楼1层展厅硬件展示区改造项目,ISS,Unknown,31.6061320754717,Low,63.5377358490566,37.5,15.849056603773585,0,False,False
ISS24121-XA07,西安浐灞区前海人寿大厦15层1501-1503单元BANK中行业务ODC场地扩建项目,ISS,Unknown,32.14622641509434,Low,62.83018867924529,33.490566037735846,24.62264150943396,0,False,True
ISS24122-HZ07,杭州慧港科技园A1栋5层6层MAG消费者场地空调系统改造项目,ISS,Unknown,38.85377358490565,Low,72.87735849056602,37.16981132075472,23.490566037735846,20,False,False
ISS24123-XA07,西安高新区环普产业园A2幢7层MAG华为荣耀场地配线间机房空调维修改造项目,ISS,Unknown,44.42216981132075,Medium,87.40566037735849,54.009433962264154,23.490566037735846,0,False,False
ISS24124-HZ07,杭州慧港科技园A1栋5层6层MAG消费者场地窗帘改造项目,ISS,Unknown,40.490566037735846,Medium,61.50943396226415,57.35849056603774,23.490566037735846,20,False,False
ISS24125-HZ07,杭州慧港科技园A1栋5层6层MAG消费者场地门禁系统改造项目,ISS,Unknown,42.77358490566038,Medium,83.44339622641509,55.566037735849065,19.245283018867926,0,False,False
ISS24126-CS07,长沙岳麓区芯城科技园2栋24层MAG门禁系统升级改造项目,ISS,Unknown,48.38207547169811,Medium,82.40566037735849,59.15094339622642,18.113207547169814,35,False,False
ISS24127-XA07,西安高新腾飞科汇城11层MAG华为BPIT绿区ODC过渡场地改百度业务ODC场地项目,ISS,Unknown,49.04716981132076,Medium,91.22641509433961,62.264150943396224,15.566037735849056,20,False,False
ISS24128-CQ08,重庆两江新区互联网产业园二期6号楼11-12层DOS场地改造项目,ISS,Unknown,40.264150943396224,Medium,77.35849056603773,56.79245283018868,14.292452830188678,0,False,False
ISS24129-XA08,西安灞桥区前海人寿大厦13-14层BANK中行业务ODC场地新增无线AP改造项目,ISS,Unknown,49.04952830188679,Medium,91.60377358490565,59.10377358490565,18.962264150943394,20,False,False
ISS24130-ZZ08,郑州金水区西亚斯园区11号楼5层INT场地改造项目,ISS,Unknown,44.10141509433962,Medium,82.45283018867926,55.04716981132075,28.018867924528298,0,False,False
ISS24131-BJ08,北京海淀软通总部大楼1层人形机器人实验室改造项目,ISS,Unknown,33.908018867924525,Low,52.45283018867924,39.85849056603773,26.037735849056606,20,False,False
ISS24132-BJ08,北京海淀软通总部大楼5层高管区域楼梯地砖维修改造项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24133-NJ08,南京江宁德融科创中心3#4#楼1层及4-12层综合场地新建项目,ISS,Unknown,43.860849056603776,Medium,59.009433962264154,37.68867924528301,18.679245283018872,20,False,False
ISS24134-DG08,东莞松山湖光大We谷A2栋4层MAG华为BPIT绿区电箱电缆更换改造项目,ISS,Unknown,42.72641509433962,Medium,89.15094339622641,52.83018867924528,13.867924528301888,0,False,False
ISS24135-WH08,武汉东湖高新区未来科技城C2栋10层MAG会议室网络电路改造项目,ISS,Unknown,28.681603773584907,Low,59.57547169811321,32.59433962264151,13.30188679245283,0,False,False
ISS24136-NJ08,南京雨花区怡化中心B栋4层MAG华为职能开放区改黄区TC项目,ISS,Unknown,29.399764150943394,Low,63.25471698113208,22.900943396226417,23.490566037735846,0,False,False
ISS24137-SZ08,深圳南山科兴科学园C3栋14层INT腾讯业务ODC场地新建项目,ISS,Unknown,29.825471698113205,Low,58.58490566037736,35.18867924528302,17.264150943396224,0,False,False
ISS24138-SH08,上海浦东新区金闽园9号楼3层MAG场地门禁系统升级改造项目,ISS,Unknown,23.412735849056606,Low,43.867924528301884,26.745283018867926,17.830188679245282,0,False,False
ISS24139-WH08,武汉东湖高新区未来科技城B2栋9层MAG消费者软工新建项目,ISS,Unknown,33.01650943396226,Low,60.0,40.14150943396226,24.90566037735849,0,False,False
ISS24140-GZ08,广州黄埔广纳院本部园区1栋16层综合场地新建项目,ISS,Unknown,32.05896226415094,Low,57.45283018867924,40.04716981132076,24.056603773584904,0,False,False
ISS24141-SH08,上海浦东新区金闽园9号楼3层MAG开放区改黄区项目,ISS,Unknown,25.18632075471698,Low,40.33018867924528,30.613207547169814,27.169811320754718,0,False,False
ISS24142-CD09,成都郫都区万科菁蓉都会战略交付基地一期9层新建项目,ISS,Unknown,23.441037735849058,Low,26.603773584905664,28.160377358490564,15.849056603773588,35,False,False
ISS24143-WX09,无锡新吴国家软件园天鹅座C栋27层鸿蒙业务场地退租优化项目,ISS,Unknown,29.30424528301887,Low,59.57547169811321,32.59433962264151,16.415094339622645,0,False,False
ISS24144-JN09,济南历下玉兰广场4层5层10层12层综合场地退租项目,ISS,Unknown,27.2063679245283,Low,58.301886792452834,20.07075471698113,23.490566037735846,0,False,False
ISS24145-GZ09,广州荔湾美银中心1111室TTR业务专属场地退租项目,ISS,Unknown,30.25,Low,59.29245283018868,30.377358490566035,24.339622641509436,0,False,False
ISS24146-XA09,西安高新区环普产业园E幢2层4层MAG华为ICTT终端业务场地改造项目,ISS,Unknown,24.153301886792452,Low,43.30188679245283,28.349056603773583,20.37735849056604,0,False,False
ISS24147-SZ09,苏州虎丘区太湖云谷2栋3层TTR场地局部退租项目,ISS,Unknown,23.238207547169814,Low,42.31132075471698,25.424528301886795,20.943396226415096,0,False,False
ISS24148-XA09,西安高新腾飞科汇城11层MAG华为BPIT绿区ODC过渡场地退租拆除项目,ISS,Unknown,24.266509433962266,Low,39.4811320754717,30.89622641509434,23.490566037735846,0,False,False
ISS24149-SZ09,深圳福田新浩E都4层6层MAG荣耀场地机房空调管道漏水5层天花修复项目,ISS,Unknown,38.012971698113205,Low,76.55660377358491,41.39150943396226,23.490566037735846,0,False,False
ISS24150-CD09,成都郫都区万科菁蓉都会战略交付基地一期1层公区新建项目,ISS,Unknown,22.117924528301888,Low,37.21698113207547,32.26415094339623,14.433962264150944,0,False,False
ISS24151-HF09,合肥软通2024系列小改造,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24152-CD09,成都郫都区雷斯特1-3层MAG场地TC转PC网络及电力系统升级改造项目,ISS,Unknown,28.81132075471698,Low,56.4622641509434,31.41509433962264,20.09433962264151,0,False,False
ISS24153-DL09,大连高新区数码广场11号楼4层TTR场地改造项目,ISS,Unknown,30.182783018867926,Low,65.23584905660377,23.655660377358494,23.490566037735846,0,False,False
ISS24154-CD09,成都武侯区西部智谷3层TTR场地空间改造项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24155-GZ09,广州天河华天时代2层综合场地退租项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24156-NJ09,南京江宁天域互联D1栋5层MAG华为原黄改蓝区域改回PC黄区项目,ISS,Unknown,26.479952830188676,Low,60.283018867924525,21.580188679245282,15.0,0,False,False
ISS24157-XA09,西安高新区环普产业园G4栋5层MAG华为业务线云服务及GTS新建项目,ISS,Unknown,24.09433962264151,Low,41.0377358490566,29.245283018867923,22.358490566037734,0,False,False
ISS24158-ZZ09,郑州高新技术开发区电子商务产业园6号楼5层MAG新建场地 ,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24159-DG09,东莞松山湖中集智谷28栋4层MAG新凯来业务ODC场地退租项目,ISS,Unknown,32.512971698113205,Low,72.68867924528301,24.033018867924532,23.490566037735846,0,False,False
ISS24160-CD09,成都武侯区西部智谷5层DOS场地机房改造项目,ISS,Unknown,27.088443396226417,Low,61.839622641509436,22.14622641509434,15.0,0,False,False
ISS24161-CQ09,重庆两江营销中心设计项目,ISS,Unknown,28.527122641509433,Low,61.132075471698116,21.95754716981132,23.490566037735846,0,False,False
ISS24162-BJ09,北京通州区东方华睿高新技术产业基地室外LOGO改造项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24163-CD09,成都郫都区雷斯特场地1-3层MAG门禁升级改造项目,ISS,Unknown,29.225235849056602,Low,62.83018867924528,22.712264150943398,23.490566037735846,0,False,False
ISS24164-SZ09,深圳龙岗金荣达5栋3层MAG华为BPIT汽车业务专属场地改造项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
ISS24165-GZ10,广州天河华天时代2层综合场地退租项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
编号缺失,深圳龙岗金荣达2栋1层MAG华为综合业务ODC绿区会议室弱电点位改造项目,ISS,Unknown,25.50117924528302,Low,44.929245283018865,33.089622641509436,0.0,25,False,False
